player_id,start_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
burrepa01,2000,850,3065.0,424.0,792.0,170.0,10.0,159.0,549.0,5.0,1.0,471.0,886.0,33.0,18.0,0.0,24.0,73.0
furcara01,2000,817,3258.0,554.0,924.0,160.0,38.0,57.0,292.0,189.0,53.0,320.0,475.0,10.0,12.0,35.0,24.0,36.0
perryge01,1983,571,1774.0,223.0,484.0,85.0,5.0,33.0,225.0,95.0,49.0,181.0,186.0,17.0,4.0,7.0,25.0,57.0
anderma02,1998,624,2200.0,254.0,587.0,124.0,16.0,32.0,249.0,49.0,13.0,155.0,294.0,25.0,12.0,20.0,17.0,45.0
branyru01,1998,400,1104.0,156.0,251.0,50.0,5.0,70.0,180.0,5.0,4.0,141.0,449.0,5.0,11.0,0.0,11.0,10.0
vottojo01,2007,728,2599.0,428.0,822.0,197.0,9.0,133.0,457.0,41.0,20.0,429.0,562.0,61.0,22.0,0.0,14.0,54.0
betanyu01,2005,810,2890.0,330.0,785.0,162.0,24.0,47.0,307.0,26.0,25.0,104.0,276.0,4.0,7.0,33.0,23.0,75.0
harrile01,1988,655,1745.0,211.0,481.0,60.0,7.0,10.0,142.0,67.0,31.0,130.0,139.0,14.0,9.0,24.0,7.0,52.0
curtijo01,1970,141,163.0,15.0,24.0,1.0,0.0,0.0,4.0,0.0,0.0,11.0,74.0,0.0,0.0,14.0,0.0,3.0
bogarti01,1993,473,888.0,100.0,203.0,42.0,5.0,11.0,95.0,9.0,6.0,68.0,163.0,6.0,10.0,12.0,10.0,14.0
rivermi02,2001,108,339.0,31.0,81.0,20.0,1.0,8.0,38.0,0.0,0.0,19.0,69.0,5.0,4.0,1.0,3.0,12.0
fischmi01,1977,192,421.0,40.0,97.0,14.0,1.0,0.0,26.0,13.0,7.0,41.0,54.0,1.0,3.0,14.0,2.0,4.0
uribeju01,2001,726,2601.0,339.0,670.0,141.0,32.0,84.0,351.0,33.0,22.0,138.0,490.0,4.0,20.0,44.0,29.0,53.0
hunteto01,1997,537,1862.0,267.0,505.0,101.0,18.0,70.0,267.0,46.0,24.0,110.0,389.0,6.0,21.0,2.0,11.0,52.0
mattido01,1982,713,2792.0,442.0,923.0,198.0,13.0,123.0,516.0,4.0,7.0,222.0,179.0,50.0,6.0,13.0,45.0,73.0
martite01,1970,455,1176.0,112.0,270.0,38.0,14.0,5.0,91.0,20.0,12.0,45.0,163.0,10.0,7.0,19.0,6.0,32.0
ceyro01,1971,627,2191.0,292.0,584.0,86.0,11.0,82.0,361.0,7.0,8.0,324.0,305.0,48.0,20.0,12.0,30.0,62.0
casilal01,2006,409,1281.0,177.0,323.0,55.0,12.0,10.0,117.0,50.0,8.0,105.0,173.0,0.0,8.0,32.0,12.0,27.0
palmera01,1986,727,2662.0,379.0,805.0,167.0,19.0,73.0,336.0,26.0,14.0,233.0,245.0,26.0,20.0,8.0,25.0,78.0
uribejo01,1984,699,2203.0,221.0,532.0,73.0,23.0,15.0,167.0,63.0,31.0,185.0,313.0,58.0,3.0,24.0,7.0,19.0
foxan01,1996,527,1327.0,177.0,326.0,46.0,11.0,25.0,118.0,42.0,16.0,140.0,265.0,14.0,33.0,12.0,4.0,13.0
flahejo01,1992,442,1340.0,125.0,346.0,72.0,2.0,33.0,158.0,7.0,8.0,74.0,194.0,9.0,7.0,18.0,10.0,33.0
lemkema01,1988,574,1541.0,160.0,361.0,56.0,9.0,17.0,131.0,2.0,11.0,174.0,150.0,29.0,0.0,29.0,14.0,47.0
chaveen01,2001,569,1656.0,222.0,446.0,81.0,24.0,15.0,148.0,67.0,26.0,100.0,181.0,6.0,1.0,46.0,8.0,26.0
thamema01,2002,332,975.0,147.0,235.0,52.0,2.0,63.0,169.0,3.0,4.0,83.0,266.0,2.0,10.0,0.0,5.0,12.0
barajro01,1999,319,867.0,94.0,197.0,55.0,1.0,26.0,124.0,1.0,1.0,42.0,162.0,11.0,7.0,12.0,13.0,13.0
ortizda01,1997,455,1477.0,215.0,393.0,108.0,3.0,58.0,238.0,4.0,2.0,186.0,339.0,13.0,9.0,1.0,20.0,35.0
yeagest01,1972,560,1754.0,206.0,426.0,69.0,8.0,57.0,210.0,9.0,11.0,176.0,379.0,29.0,25.0,14.0,15.0,41.0
hanseda01,1990,414,734.0,68.0,194.0,31.0,0.0,12.0,77.0,1.0,3.0,90.0,110.0,10.0,2.0,0.0,4.0,15.0
omallto01,1982,361,1054.0,98.0,270.0,45.0,5.0,10.0,107.0,2.0,8.0,119.0,125.0,15.0,5.0,6.0,7.0,36.0
spierbi01,1989,556,1692.0,231.0,433.0,57.0,17.0,16.0,178.0,52.0,26.0,120.0,260.0,4.0,9.0,33.0,13.0,39.0
drewst01,2006,733,2782.0,376.0,750.0,168.0,51.0,70.0,321.0,33.0,13.0,256.0,528.0,24.0,9.0,18.0,25.0,24.0
glaustr01,1998,769,2755.0,476.0,696.0,154.0,6.0,164.0,473.0,47.0,20.0,439.0,732.0,22.0,21.0,0.0,22.0,62.0
ransoco01,2001,114,105.0,23.0,25.0,7.0,0.0,2.0,13.0,2.0,2.0,8.0,37.0,1.0,1.0,3.0,0.0,2.0
lampkto01,1988,150,304.0,33.0,61.0,11.0,2.0,5.0,32.0,9.0,4.0,34.0,45.0,4.0,1.0,2.0,4.0,5.0
perezod01,1998,114,172.0,10.0,24.0,6.0,0.0,1.0,8.0,0.0,0.0,2.0,43.0,0.0,1.0,26.0,0.0,3.0
masonji01,1971,481,1274.0,108.0,264.0,38.0,11.0,11.0,96.0,1.0,5.0,99.0,263.0,1.0,1.0,22.0,13.0,26.0
laudnti01,1981,404,1136.0,129.0,256.0,61.0,2.0,42.0,139.0,1.0,3.0,106.0,319.0,3.0,6.0,8.0,7.0,19.0
