player_id,start_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,ab_per_g,r_per_ab,batting_avg,double_per_ab,triple_per_ab,hr_per_ab,rbi_per_ab,sb_per_ab,cs_per_ab,bb_per_ab,so_per_ab,ibb_per_ab,slg,obp,rc,rc_per_ab,babip,iso,pa_per_so
castrra01,1999,207,466.0,40.0,99.0,17.0,0.0,18.0,53.0,0.0,0.0,56.0,116.0,15.0,2.0,1.0,6.0,7.0,2.2512077294685990,0.08583690987124463519,0.21244635193133047210,0.03648068669527896996,0.00000000000000000000,0.03862660944206008584,0.11373390557939914163,0.00000000000000000000,0.00000000000000000000,0.12017167381974248927,0.24892703862660944206,0.03218884120171673820,0.36480686695278969957,0.29622641509433962264,50.4789272030651341,0.09670292567636998870,0.23964497041420118343,0.15236051502145922747,4.5000000000000000
wisede01,2000,147,296.0,41.0,60.0,13.0,5.0,9.0,30.0,12.0,1.0,14.0,48.0,1.0,2.0,2.0,1.0,1.0,2.0136054421768707,0.13851351351351351351,0.20270270270270270270,0.04391891891891891892,0.01689189189189189189,0.03040540540540540541,0.10135135135135135135,0.04054054054054054054,0.00337837837837837838,0.04729729729729729730,0.16216216216216216216,0.00337837837837837838,0.37162162162162162162,0.24281150159744408946,26.2580645161290323,0.08470343392299687825,0.21250000000000000000,0.16891891891891891892,6.4583333333333333
jeterde01,1995,786,3130.0,605.0,1008.0,153.0,35.0,78.0,414.0,108.0,37.0,341.0,572.0,11.0,48.0,23.0,23.0,66.0,3.9821882951653944,0.19329073482428115016,0.32204472843450479233,0.04888178913738019169,0.01118210862619808307,0.02492012779552715655,0.13226837060702875399,0.03450479233226837061,0.01182108626198083067,0.10894568690095846645,0.18274760383386581470,0.00351437699680511182,0.46805111821086261981,0.39440993788819875776,569.3704984154422357,0.16403644437206633122,0.37155413503795445465,0.14600638977635782748,6.0681818181818182
husonje01,1988,462,1143.0,153.0,266.0,42.0,9.0,6.0,85.0,43.0,14.0,136.0,148.0,7.0,3.0,28.0,10.0,29.0,2.4740259740259740,0.13385826771653543307,0.23272090988626421697,0.03674540682414698163,0.00787401574803149606,0.00524934383202099738,0.07436570428696412948,0.03762029746281714786,0.01224846894138232721,0.11898512685914260717,0.12948381452318460192,0.00612423447069116360,0.30096237970253718285,0.31346749226006191950,108.1219702892885066,0.08453633329889640864,0.26026026026026026026,0.06824146981627296588,8.6418918918918919
izturce01,2001,658,2437.0,261.0,632.0,111.0,22.0,11.0,191.0,59.0,34.0,121.0,259.0,15.0,6.0,38.0,13.0,41.0,3.7036474164133739,0.10709889208042675421,0.25933524825605252359,0.04554780467788264259,0.00902749281903980304,0.00451374640951990152,0.07837505129257283545,0.02421009437833401723,0.01395157981124333197,0.04965121050471891670,0.10627821091505949938,0.00615510874025441116,0.33647927780057447682,0.29452852153667054715,241.3838936669272869,0.09436430557737579630,0.28486238532110091743,0.07714402954452195322,9.8764478764478764
vidrojo01,1997,719,2564.0,396.0,782.0,197.0,9.0,72.0,346.0,14.0,12.0,207.0,292.0,9.0,25.0,21.0,19.0,65.0,3.5660639777468707,0.15444617784711388456,0.30499219968798751950,0.07683307332293291732,0.00351014040561622465,0.02808112324492979719,0.13494539781591263651,0.00546021840873634945,0.00468018720748829953,0.08073322932917316693,0.11388455538221528861,0.00351014040561622465,0.47308892355694227769,0.36021314387211367673,432.9328762179718513,0.15623705384986353350,0.31996394772420009013,0.16809672386895475819,9.4897260273972603
torrean02,2002,89,257.0,33.0,54.0,6.0,4.0,1.0,13.0,9.0,7.0,17.0,57.0,0.0,1.0,6.0,4.0,7.0,2.8876404494382022,0.12840466926070038911,0.21011673151750972763,0.02334630350194552529,0.01556420233463035019,0.00389105058365758755,0.05058365758754863813,0.03501945525291828794,0.02723735408560311284,0.06614785992217898833,0.22178988326848249027,0.00000000000000000000,0.27626459143968871595,0.25806451612903225806,18.3978102189781022,0.06714529276999307369,0.26108374384236453202,0.06614785992217898833,4.8070175438596491
camermi01,1995,597,1909.0,310.0,473.0,98.0,21.0,63.0,244.0,112.0,33.0,254.0,502.0,3.0,26.0,18.0,17.0,28.0,3.1976549413735343,0.16238868517548454688,0.24777370350969093766,0.05133577789418543740,0.01100052383446830801,0.03300157150340492404,0.12781561026715557884,0.05866946045049764274,0.01728653745416448402,0.13305395495023572551,0.26296490309062336302,0.00157150340492404400,0.42011524358302776323,0.34134179510426110607,269.5580212667591308,0.12462229369706848397,0.30124908155767817781,0.17234154007333682556,4.3087649402390438
mullira01,1977,322,867.0,95.0,205.0,47.0,3.0,9.0,81.0,6.0,4.0,81.0,139.0,3.0,4.0,11.0,9.0,21.0,2.6925465838509317,0.10957324106113033449,0.23644752018454440600,0.05420991926182237601,0.00346020761245674740,0.01038062283737024221,0.09342560553633217993,0.00692041522491349481,0.00461361014994232987,0.09342560553633217993,0.16032295271049596309,0.00346020761245674740,0.32871972318339100346,0.30176899063475546306,85.9810126582278481,0.09069727073652726593,0.26923076923076923077,0.09227220299884659746,6.8201438848920863
bumbral01,1972,593,1954.0,305.0,558.0,90.0,29.0,23.0,162.0,113.0,36.0,175.0,340.0,11.0,11.0,11.0,13.0,21.0,3.2951096121416526,0.15609007164790174002,0.28556806550665301945,0.04605936540429887410,0.01484135107471852610,0.01177072671443193449,0.08290685772773797339,0.05783009211873080860,0.01842374616171954964,0.08955987717502558854,0.17400204708290685773,0.00562947799385875128,0.39662231320368474923,0.34556432884347422202,266.8271488961953969,0.12532980220582216858,0.33354114713216957606,0.11105424769703172979,6.2617647058823529
pencehu01,2007,894,3473.0,475.0,991.0,183.0,30.0,138.0,516.0,67.0,39.0,277.0,702.0,10.0,14.0,1.0,22.0,89.0,3.8847874720357942,0.13676936366253959113,0.28534408292542470487,0.05269219694788367406,0.00863806507342355312,0.03973509933774834437,0.14857471926288511373,0.01929167866397926864,0.01122948459545061906,0.07975813417794414051,0.20213072271811114310,0.00287935502447451771,0.47451770803340051828,0.33861595351294241944,557.2437333333333333,0.14859832888888888889,0.32128060263653483992,0.18917362510797581342,5.3418803418803419
reuscri01,1972,215,450.0,31.0,87.0,15.0,2.0,2.0,28.0,0.0,2.0,13.0,114.0,0.0,2.0,43.0,2.0,5.0,2.0930232558139535,0.06888888888888888889,0.19333333333333333333,0.03333333333333333333,0.00444444444444444444,0.00444444444444444444,0.06222222222222222222,0.00000000000000000000,0.00444444444444444444,0.02888888888888888889,0.25333333333333333333,0.00000000000000000000,0.24888888888888888889,0.21841541755888650964,24.1900647948164147,0.05224636024798361703,0.25297619047619047619,0.05555555555555555556,4.0614035087719298
barmecl01,2003,378,1354.0,180.0,356.0,78.0,12.0,30.0,159.0,24.0,13.0,59.0,210.0,8.0,20.0,30.0,10.0,18.0,3.5820105820105820,0.13293943870014771049,0.26292466765140324963,0.05760709010339734121,0.00886262924667651403,0.02215657311669128508,0.11742983751846381093,0.01772525849335302806,0.00960118168389955687,0.04357459379615952733,0.15509601181683899557,0.00590841949778434269,0.40472673559822747415,0.30145530145530145530,160.9483368719037509,0.11390540472180024833,0.29003558718861209964,0.14180206794682422452,6.7285714285714286
webstle01,1989,193,427.0,48.0,111.0,26.0,1.0,10.0,53.0,1.0,2.0,46.0,56.0,2.0,6.0,3.0,1.0,13.0,2.2124352331606218,0.11241217798594847775,0.25995316159250585480,0.06088992974238875878,0.00234192037470725995,0.02341920374707259953,0.12412177985948477752,0.00234192037470725995,0.00468384074941451991,0.10772833723653395785,0.13114754098360655738,0.00468384074941451991,0.39578454332552693208,0.33958333333333333333,56.0951374207188161,0.11859437086832730670,0.27900552486187845304,0.13583138173302107728,8.4464285714285714
larueja01,1999,533,1674.0,203.0,401.0,95.0,6.0,62.0,222.0,11.0,11.0,129.0,493.0,22.0,72.0,6.0,11.0,45.0,3.1407129455909944,0.12126642771804062127,0.23954599761051373955,0.05675029868578255675,0.00358422939068100358,0.03703703703703703704,0.13261648745519713262,0.00657108721624850657,0.00657108721624850657,0.07706093189964157706,0.29450418160095579450,0.01314217443249701314,0.41457586618876941458,0.31919406150583244963,204.0044370493621742,0.11314721966132122804,0.30000000000000000000,0.17502986857825567503,3.6572008113590264
bellda01,1995,591,1913.0,231.0,486.0,105.0,10.0,46.0,214.0,12.0,14.0,151.0,296.0,8.0,13.0,12.0,19.0,34.0,3.2368866328257191,0.12075274438055410350,0.25405122843700993204,0.05488761108207004705,0.00522739153162571877,0.02404600104547830633,0.11186617877679038160,0.00627286983795086252,0.00731834814427600627,0.07893361212754835337,0.15473078933612127548,0.00418191322530057501,0.39153162571876633560,0.31011450381679389313,231.1593992248062016,0.11199583295775494261,0.27672955974842767296,0.13748039728175640355,6.9729729729729730
bakerje03,2005,379,970.0,147.0,262.0,63.0,9.0,30.0,130.0,8.0,0.0,79.0,254.0,3.0,6.0,1.0,9.0,27.0,2.5593667546174142,0.15154639175257731959,0.27010309278350515464,0.06494845360824742268,0.00927835051546391753,0.03092783505154639175,0.13402061855670103093,0.00824742268041237113,0.00000000000000000000,0.08144329896907216495,0.26185567010309278351,0.00309278350515463918,0.44639175257731958763,0.32612781954887218045,140.7559580552907531,0.13418108489541539857,0.33381294964028776978,0.17628865979381443299,4.1299212598425197
cruzjo02,1997,747,2742.0,424.0,689.0,148.0,21.0,134.0,389.0,86.0,21.0,329.0,680.0,17.0,3.0,7.0,18.0,37.0,3.6706827309236948,0.15463165572574762947,0.25127644055433989788,0.05397520058351568198,0.00765864332603938731,0.04886943836615609044,0.14186725018234865062,0.03136396790663749088,0.00765864332603938731,0.11998541210795040117,0.24799416484318016047,0.00619985412107950401,0.46717724288840262582,0.33020698576972833118,424.6362748290459134,0.13827296477663494412,0.28520041109969167523,0.21590080233406272794,4.5161764705882353
ripkeca01,1981,830,3210.0,529.0,927.0,183.0,20.0,133.0,472.0,11.0,13.0,313.0,417.0,10.0,10.0,2.0,27.0,111.0,3.8674698795180723,0.16479750778816199377,0.28878504672897196262,0.05700934579439252336,0.00623052959501557632,0.04143302180685358255,0.14704049844236760125,0.00342679127725856698,0.00404984423676012461,0.09750778816199376947,0.12990654205607476636,0.00311526479750778816,0.48255451713395638629,0.35112359550561797753,545.2057905194436560,0.15475611425473847743,0.29549683662076665426,0.19376947040498442368,8.4484412470023981
lindjo01,1987,779,2816.0,292.0,717.0,111.0,23.0,8.0,249.0,50.0,11.0,180.0,288.0,49.0,6.0,47.0,25.0,83.0,3.6148908857509628,0.10369318181818181818,0.25461647727272727273,0.03941761363636363636,0.00816761363636363636,0.00284090909090909091,0.08842329545454545455,0.01775568181818181818,0.00390625000000000000,0.06392045454545454545,0.10227272727272727273,0.01740056818181818182,0.31889204545454545455,0.29831516352824578791,268.8604806408544726,0.08973981329801551156,0.27858546168958742633,0.06427556818181818182,10.4027777777777778
incavpe01,1986,791,2786.0,371.0,679.0,132.0,14.0,135.0,426.0,27.0,23.0,255.0,880.0,11.0,28.0,1.0,25.0,59.0,3.5221238938053097,0.13316582914572864322,0.24371859296482412060,0.04737975592246949031,0.00502512562814070352,0.04845656855707106963,0.15290739411342426418,0.00969131371141421393,0.00825556353194544149,0.09152907394113424264,0.31586503948312993539,0.00394831299353912419,0.44651830581478822685,0.31092436974789915966,382.0769483722459717,0.12564187713654915216,0.30289532293986636971,0.20279971284996410625,3.4556818181818182
oswalro01,2001,190,373.0,17.0,59.0,6.0,0.0,1.0,23.0,0.0,0.0,16.0,103.0,0.0,3.0,57.0,1.0,3.0,1.9631578947368421,0.04557640750670241287,0.15817694369973190349,0.01608579088471849866,0.00000000000000000000,0.00268096514745308311,0.06166219839142091153,0.00000000000000000000,0.00000000000000000000,0.04289544235924932976,0.27613941018766756032,0.00000000000000000000,0.18230563002680965147,0.19847328244274809160,13.1105398457583548,0.03370318726416029500,0.21481481481481481481,0.02412868632707774799,3.7766990291262136
nortogr01,1996,454,1218.0,164.0,305.0,64.0,7.0,46.0,158.0,9.0,8.0,146.0,296.0,6.0,6.0,3.0,8.0,30.0,2.6828193832599119,0.13464696223316912972,0.25041050903119868637,0.05254515599343185550,0.00574712643678160920,0.03776683087027914614,0.12972085385878489327,0.00738916256157635468,0.00656814449917898194,0.11986863711001642036,0.24302134646962233169,0.00492610837438423645,0.42775041050903119869,0.33164005805515239478,172.2661290322580645,0.12629481600605429950,0.29298642533936651584,0.17733990147783251232,4.6081081081081081
puntoni01,2001,362,1047.0,149.0,273.0,41.0,11.0,8.0,87.0,38.0,14.0,102.0,198.0,1.0,1.0,18.0,9.0,19.0,2.8922651933701657,0.14231136580706781280,0.26074498567335243553,0.03915950334288443171,0.01050620821394460363,0.00764087870105062082,0.08309455587392550143,0.03629417382999044890,0.01337153772683858644,0.09742120343839541547,0.18911174785100286533,0.00095510983763132760,0.34383954154727793696,0.32441760138050043141,117.4934725848563969,0.10225715629665482756,0.31176470588235294118,0.08309455587392550143,5.8030303030303030
lacocpe01,1972,351,843.0,102.0,204.0,34.0,5.0,18.0,102.0,4.0,7.0,107.0,108.0,16.0,3.0,6.0,10.0,21.0,2.4017094017094017,0.12099644128113879004,0.24199288256227758007,0.04033214709371293001,0.00593119810201660735,0.02135231316725978648,0.12099644128113879004,0.00474495848161328588,0.00830367734282325030,0.12692763938315539739,0.12811387900355871886,0.01897983392645314353,0.35824436536180308422,0.32606438213914849429,98.8652631578947368,0.10406869806094182825,0.25584594222833562586,0.11625148279952550415,8.7962962962962963
pradoma01,2006,527,1929.0,274.0,566.0,126.0,10.0,42.0,216.0,13.0,15.0,139.0,239.0,4.0,7.0,19.0,15.0,51.0,3.6603415559772296,0.14204250907205806117,0.29341627786417833074,0.06531881804043545879,0.00518403317781233800,0.02177293934681181960,0.11197511664074650078,0.00673924313115603940,0.00777604976671850700,0.07205806117159149819,0.12389839294971487818,0.00207361327112493520,0.43442198030067392431,0.34066985645933014354,285.6818181818181818,0.13814401266045366626,0.31509320505111244738,0.14100570243649559357,8.6527196652719665
mazzile01,1976,736,2655.0,349.0,714.0,133.0,21.0,61.0,303.0,139.0,66.0,376.0,383.0,31.0,10.0,6.0,20.0,30.0,3.6073369565217391,0.13145009416195856874,0.26892655367231638418,0.05009416195856873823,0.00790960451977401130,0.02297551789077212806,0.11412429378531073446,0.05235404896421845574,0.02485875706214689266,0.14161958568738229755,0.14425612052730696798,0.01167608286252354049,0.40376647834274952919,0.35935968637700098007,385.5097327614648631,0.12718895835086270639,0.29269385925593904079,0.13483992467043314501,7.9138381201044386
hockide01,1993,309,670.0,90.0,150.0,28.0,7.0,6.0,55.0,12.0,9.0,50.0,133.0,2.0,1.0,10.0,4.0,14.0,2.1682847896440129,0.13432835820895522388,0.22388059701492537313,0.04179104477611940299,0.01044776119402985075,0.00895522388059701493,0.08208955223880597015,0.01791044776119402985,0.01343283582089552239,0.07462686567164179104,0.19850746268656716418,0.00298507462686567164,0.31343283582089552239,0.27724137931034482759,58.3333333333333333,0.08101851851851851852,0.26915887850467289720,0.08955223880597014925,5.4135338345864662
baineha01,1980,847,3184.0,420.0,908.0,153.0,36.0,119.0,501.0,27.0,17.0,225.0,450.0,51.0,5.0,8.0,37.0,83.0,3.7591499409681228,0.13190954773869346734,0.28517587939698492462,0.04805276381909547739,0.01130653266331658291,0.03737437185929648241,0.15734924623115577889,0.00847989949748743719,0.00533919597989949749,0.07066582914572864322,0.14133165829145728643,0.01601758793969849246,0.46796482412060301508,0.32975949000289771081,495.2097389263713699,0.14526539716232659721,0.29751131221719457014,0.18278894472361809045,7.5755555555555556
fieldpr01,2005,836,2958.0,476.0,826.0,164.0,8.0,192.0,536.0,15.0,9.0,459.0,673.0,83.0,68.0,0.0,33.0,64.0,3.5382775119617225,0.16091954022988505747,0.27924273157538877620,0.05544286680189317106,0.00270453008789722786,0.06490872210953346856,0.18120351588911426640,0.00507099391480730223,0.00304259634888438134,0.15517241379310344828,0.22751859364435429344,0.02805949966193373901,0.53482082488167680865,0.38459351904491188175,594.9282996780801873,0.17410836982091898955,0.29821260583254938852,0.25557809330628803245,5.0772659732540862
armasto02,1999,103,157.0,4.0,16.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0,53.0,0.0,0.0,19.0,0.0,0.0,1.5242718446601942,0.02547770700636942675,0.10191082802547770701,0.00636942675159235669,0.00636942675159235669,0.00000000000000000000,0.04458598726114649682,0.00000000000000000000,0.00000000000000000000,0.01273885350318471338,0.33757961783439490446,0.00000000000000000000,0.12101910828025477707,0.11320754716981132075,2.1509433962264151,0.01352794588821644713,0.15384615384615384615,0.01910828025477707006,3.0000000000000000
bordimi01,1990,668,2118.0,227.0,556.0,76.0,11.0,16.0,198.0,43.0,25.0,188.0,250.0,7.0,31.0,46.0,20.0,39.0,3.1706586826347305,0.10717658168083097262,0.26251180358829084042,0.03588290840415486308,0.00519357884796978281,0.00755429650613786591,0.09348441926345609065,0.02030217186024551464,0.01180358829084041549,0.08876298394711992446,0.11803588290840415486,0.00330500472143531634,0.33144475920679886686,0.32880780653372931693,226.4908933217692975,0.09821808036503438746,0.28846153846153846154,0.06893295561850802644,9.2240000000000000
lockhke01,1994,572,1424.0,189.0,392.0,81.0,10.0,31.0,184.0,25.0,10.0,110.0,146.0,6.0,10.0,8.0,23.0,19.0,2.4895104895104895,0.13272471910112359551,0.27528089887640449438,0.05688202247191011236,0.00702247191011235955,0.02176966292134831461,0.12921348314606741573,0.01755617977528089888,0.00702247191011235955,0.07724719101123595506,0.10252808988764044944,0.00421348314606741573,0.41151685393258426966,0.32673899170389278877,191.7679269882659713,0.12501168643302866448,0.28425196850393700787,0.13623595505617977528,10.5068493150684932
sanchfr01,2002,477,1706.0,227.0,529.0,123.0,10.0,22.0,207.0,5.0,5.0,92.0,178.0,9.0,20.0,10.0,21.0,31.0,3.5765199161425577,0.13305978898007033998,0.31008206330597889801,0.07209847596717467761,0.00586166471277842907,0.01289566236811254396,0.12133645955451348183,0.00293083235638921454,0.00293083235638921454,0.05392731535756154748,0.10433763188745603751,0.00527549824150058617,0.43259085580304806565,0.34855899945622620990,254.8932146829810901,0.14176485799943330929,0.33202357563850687623,0.12250879249706916764,10.1011235955056180
readyra01,1983,359,1104.0,170.0,297.0,64.0,16.0,25.0,137.0,15.0,6.0,149.0,136.0,4.0,7.0,12.0,6.0,21.0,3.0752089136490251,0.15398550724637681159,0.26902173913043478261,0.05797101449275362319,0.01449275362318840580,0.02264492753623188406,0.12409420289855072464,0.01358695652173913043,0.00543478260869565217,0.13496376811594202899,0.12318840579710144928,0.00362318840579710145,0.42391304347826086957,0.35781990521327014218,166.5826017557861133,0.13294700858402722532,0.28661749209694415174,0.15489130434782608696,9.2132352941176471
kleskry01,1992,530,1600.0,250.0,447.0,83.0,15.0,100.0,300.0,16.0,11.0,192.0,388.0,29.0,10.0,1.0,13.0,38.0,3.0188679245283019,0.15625000000000000000,0.27937500000000000000,0.05187500000000000000,0.00937500000000000000,0.06250000000000000000,0.18750000000000000000,0.01000000000000000000,0.00687500000000000000,0.12000000000000000000,0.24250000000000000000,0.01812500000000000000,0.53750000000000000000,0.35757575757575757576,306.6629464285714286,0.17112887635522959184,0.30844444444444444444,0.25812500000000000000,4.6185567010309278
knighra01,1974,327,719.0,80.0,214.0,46.0,5.0,12.0,98.0,5.0,5.0,51.0,88.0,5.0,3.0,5.0,9.0,25.0,2.1987767584097859,0.11126564673157162726,0.29763560500695410292,0.06397774687065368567,0.00695410292072322670,0.01668984700973574409,0.13630041724617524339,0.00695410292072322670,0.00695410292072322670,0.07093184979137691238,0.12239221140472878999,0.00695410292072322670,0.42559109874826147427,0.34271099744245524297,105.3116883116883117,0.13676842637881598921,0.32165605095541401274,0.12795549374130737135,8.7500000000000000
stairma01,1992,252,615.0,94.0,174.0,34.0,2.0,38.0,120.0,4.0,4.0,80.0,105.0,3.0,5.0,2.0,7.0,13.0,2.4404761904761905,0.15284552845528455285,0.28292682926829268293,0.05528455284552845528,0.00325203252032520325,0.06178861788617886179,0.19512195121951219512,0.00650406504065040650,0.00650406504065040650,0.13008130081300813008,0.17073170731707317073,0.00487804878048780488,0.53008130081300813008,0.36633663366336633663,119.1424460431654676,0.17142797991822369443,0.28392484342379958246,0.24715447154471544715,6.6190476190476190
valenfe01,1980,179,427.0,26.0,85.0,8.0,1.0,6.0,39.0,0.0,2.0,6.0,69.0,0.0,0.0,42.0,4.0,7.0,2.3854748603351955,0.06088992974238875878,0.19906323185011709602,0.01873536299765807963,0.00234192037470725995,0.01405152224824355972,0.09133489461358313817,0.00000000000000000000,0.00468384074941451991,0.01405152224824355972,0.16159250585480093677,0.00000000000000000000,0.26463700234192037471,0.20823798627002288330,23.7482678983833718,0.05484588429187845687,0.22191011235955056180,0.06557377049180327869,6.2753623188405797
