player_id,end_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
fieldce01,1998,1091,4078.0,573.0,1031.0,156.0,4.0,237.0,792.0,2.0,3.0,557.0,990.0,63.0,35.0,0.0,38.0,137.0
garneph01,1988,1195,3947.0,511.0,1034.0,188.0,46.0,68.0,466.0,126.0,62.0,376.0,562.0,56.0,20.0,29.0,43.0,77.0
cordewi01,2005,624,2013.0,274.0,536.0,120.0,8.0,64.0,279.0,9.0,4.0,163.0,381.0,9.0,28.0,3.0,20.0,57.0
cruzjo01,1988,1788,6394.0,836.0,1872.0,322.0,78.0,130.0,900.0,282.0,121.0,686.0,805.0,118.0,2.0,15.0,62.0,91.0
mantoje01,2000,115,237.0,39.0,54.0,14.0,1.0,10.0,32.0,1.0,2.0,38.0,70.0,0.0,2.0,1.0,0.0,9.0
lewisda01,2002,775,2059.0,304.0,518.0,79.0,14.0,18.0,207.0,96.0,46.0,214.0,287.0,1.0,25.0,53.0,14.0,33.0
barrji01,1983,244,173.0,4.0,25.0,4.0,0.0,0.0,14.0,0.0,0.0,2.0,40.0,0.0,1.0,21.0,0.0,1.0
dyeje01,2009,1057,3910.0,608.0,1044.0,212.0,13.0,215.0,647.0,30.0,14.0,377.0,814.0,22.0,47.0,0.0,34.0,122.0
guerrpe01,1992,1023,3633.0,473.0,1086.0,184.0,14.0,130.0,606.0,43.0,25.0,425.0,561.0,80.0,23.0,1.0,59.0,89.0
martial03,2003,603,1982.0,295.0,520.0,93.0,24.0,61.0,214.0,61.0,20.0,171.0,405.0,20.0,14.0,0.0,10.0,34.0
jonesad01,2015,618,2491.0,365.0,700.0,129.0,9.0,121.0,368.0,40.0,12.0,102.0,497.0,8.0,41.0,0.0,15.0,62.0
barremi01,2009,512,1711.0,198.0,469.0,109.0,12.0,60.0,231.0,3.0,10.0,135.0,244.0,13.0,18.0,9.0,21.0,46.0
berkmla01,2013,1104,3808.0,630.0,1091.0,227.0,13.0,210.0,699.0,46.0,22.0,700.0,758.0,107.0,29.0,0.0,28.0,101.0
hawpebr01,2013,182,520.0,52.0,123.0,31.0,2.0,13.0,65.0,2.0,1.0,66.0,167.0,6.0,3.0,0.0,5.0,12.0
mormaru01,1997,57,118.0,14.0,30.0,4.0,2.0,5.0,11.0,1.0,0.0,6.0,25.0,0.0,2.0,0.0,0.0,6.0
cordoma01,2003,262,897.0,121.0,246.0,46.0,4.0,39.0,137.0,2.0,9.0,78.0,197.0,4.0,12.0,2.0,5.0,27.0
ludwiry01,2014,841,2912.0,374.0,763.0,163.0,7.0,126.0,491.0,9.0,14.0,285.0,717.0,14.0,36.0,6.0,30.0,57.0
ortizru01,2010,127,144.0,5.0,23.0,4.0,0.0,1.0,9.0,0.0,0.0,7.0,40.0,0.0,1.0,21.0,0.0,3.0
youngdm01,2008,673,2403.0,327.0,689.0,144.0,14.0,99.0,351.0,6.0,3.0,215.0,481.0,42.0,30.0,0.0,15.0,76.0
quinthu01,2014,319,955.0,61.0,225.0,47.0,2.0,15.0,92.0,1.0,1.0,31.0,212.0,6.0,9.0,4.0,3.0,30.0
matsuhi01,2012,462,1550.0,182.0,401.0,74.0,2.0,63.0,253.0,1.0,3.0,195.0,279.0,11.0,6.0,0.0,15.0,29.0
penato01,1997,1331,4127.0,416.0,1013.0,184.0,14.0,54.0,420.0,47.0,32.0,334.0,543.0,50.0,14.0,46.0,26.0,166.0
wathajo01,1985,406,1201.0,156.0,293.0,44.0,8.0,8.0,102.0,71.0,23.0,113.0,151.0,0.0,4.0,11.0,3.0,47.0
blackti01,1983,190,535.0,47.0,135.0,29.0,7.0,6.0,46.0,2.0,2.0,68.0,99.0,10.0,0.0,3.0,3.0,9.0
vizcajo01,2006,1343,3927.0,475.0,1072.0,156.0,35.0,28.0,364.0,55.0,40.0,276.0,534.0,25.0,11.0,86.0,20.0,85.0
shower01,1991,145,210.0,16.0,30.0,4.0,0.0,0.0,9.0,0.0,0.0,2.0,75.0,0.0,0.0,17.0,1.0,3.0
byrneer01,2010,454,1665.0,240.0,429.0,96.0,13.0,61.0,216.0,89.0,17.0,125.0,261.0,7.0,20.0,5.0,9.0,34.0
collida02,1990,1021,2772.0,369.0,743.0,116.0,36.0,14.0,211.0,212.0,63.0,263.0,350.0,9.0,29.0,41.0,18.0,38.0
hallal02,1989,197,556.0,85.0,146.0,29.0,6.0,4.0,40.0,51.0,20.0,62.0,76.0,4.0,4.0,6.0,2.0,9.0
iannech01,2015,394,1124.0,136.0,254.0,53.0,1.0,37.0,142.0,4.0,5.0,192.0,334.0,6.0,13.0,0.0,13.0,26.0
sassema01,1995,100,218.0,19.0,45.0,11.0,2.0,1.0,21.0,1.0,0.0,15.0,30.0,6.0,1.0,0.0,4.0,7.0
kennead01,2012,934,2904.0,334.0,775.0,151.0,15.0,34.0,294.0,91.0,28.0,238.0,442.0,23.0,27.0,23.0,27.0,68.0
roselda01,1981,173,308.0,47.0,75.0,13.0,1.0,6.0,33.0,1.0,1.0,31.0,58.0,0.0,0.0,16.0,6.0,6.0
davismi02,1989,456,1437.0,196.0,360.0,78.0,7.0,48.0,163.0,59.0,19.0,117.0,272.0,8.0,2.0,10.0,15.0,28.0
reynosh01,2004,164,315.0,20.0,43.0,8.0,0.0,3.0,35.0,0.0,0.0,7.0,143.0,0.0,2.0,57.0,1.0,3.0
colesda01,1997,497,1402.0,148.0,344.0,62.0,8.0,28.0,156.0,7.0,9.0,88.0,196.0,5.0,16.0,7.0,12.0,25.0
hafnetr01,2013,511,1738.0,208.0,435.0,88.0,3.0,71.0,251.0,5.0,2.0,219.0,420.0,31.0,40.0,0.0,11.0,34.0
liebejo01,2008,223,352.0,17.0,51.0,9.0,0.0,0.0,11.0,0.0,0.0,14.0,129.0,0.0,0.0,34.0,1.0,9.0
morelke01,1989,876,3167.0,353.0,876.0,149.0,7.0,80.0,462.0,24.0,21.0,265.0,339.0,37.0,6.0,11.0,43.0,98.0
jonesja04,2008,468,1625.0,214.0,428.0,88.0,8.0,56.0,227.0,28.0,9.0,134.0,332.0,24.0,13.0,7.0,12.0,52.0
saxst01,1994,995,3870.0,493.0,1077.0,160.0,23.0,35.0,320.0,233.0,75.0,282.0,290.0,22.0,14.0,45.0,26.0,89.0
relafde01,2007,454,1445.0,196.0,349.0,67.0,9.0,21.0,152.0,38.0,15.0,131.0,225.0,8.0,24.0,14.0,15.0,29.0
garcika01,2004,234,749.0,96.0,197.0,24.0,2.0,42.0,129.0,3.0,5.0,37.0,156.0,3.0,2.0,0.0,9.0,22.0
stewach01,2015,271,730.0,61.0,182.0,27.0,0.0,5.0,63.0,6.0,1.0,58.0,126.0,2.0,12.0,14.0,9.0,14.0
kingmda01,1986,1275,4459.0,589.0,1068.0,149.0,14.0,292.0,819.0,34.0,21.0,408.0,1106.0,56.0,34.0,12.0,60.0,88.0
kennete02,1991,961,3100.0,281.0,777.0,132.0,5.0,67.0,339.0,4.0,10.0,228.0,565.0,49.0,7.0,13.0,15.0,88.0
kotchca01,2013,419,1397.0,127.0,349.0,56.0,3.0,31.0,155.0,5.0,2.0,110.0,173.0,12.0,22.0,3.0,9.0,44.0
roberry01,2014,211,620.0,67.0,145.0,25.0,0.0,17.0,69.0,10.0,8.0,54.0,138.0,1.0,1.0,3.0,6.0,18.0
howelja02,1999,294,612.0,86.0,147.0,23.0,2.0,32.0,86.0,2.0,2.0,64.0,131.0,3.0,0.0,2.0,3.0,11.0
napolmi01,2015,499,1672.0,227.0,403.0,87.0,5.0,82.0,253.0,8.0,6.0,264.0,563.0,14.0,21.0,0.0,7.0,47.0
kingemi01,1996,353,955.0,157.0,270.0,57.0,14.0,15.0,106.0,20.0,13.0,99.0,98.0,5.0,3.0,12.0,12.0,21.0
bevacku01,1985,624,1279.0,120.0,313.0,64.0,7.0,19.0,194.0,6.0,12.0,152.0,174.0,14.0,2.0,13.0,22.0,48.0
credejo01,2009,384,1379.0,172.0,348.0,70.0,2.0,66.0,219.0,0.0,6.0,97.0,183.0,2.0,13.0,0.0,15.0,35.0
soriaal01,2014,1329,5132.0,749.0,1354.0,325.0,17.0,286.0,798.0,150.0,43.0,372.0,1252.0,56.0,47.0,3.0,33.0,93.0
ausmubr01,2010,1335,4252.0,458.0,1053.0,183.0,23.0,48.0,413.0,51.0,30.0,437.0,677.0,38.0,55.0,57.0,22.0,151.0
coxla01,1982,212,553.0,51.0,115.0,18.0,5.0,8.0,56.0,3.0,3.0,43.0,80.0,1.0,0.0,12.0,5.0,18.0
clarkto02,2009,913,2129.0,268.0,528.0,106.0,7.0,111.0,385.0,0.0,1.0,246.0,596.0,27.0,9.0,0.0,21.0,73.0
kellemi02,1982,343,460.0,53.0,99.0,11.0,2.0,0.0,27.0,8.0,5.0,35.0,52.0,1.0,3.0,24.0,3.0,24.0
astacpe01,2006,214,397.0,20.0,58.0,6.0,1.0,0.0,21.0,0.0,0.0,3.0,133.0,0.0,5.0,52.0,0.0,4.0
sotoge01,2015,380,1175.0,139.0,261.0,61.0,1.0,47.0,147.0,2.0,3.0,122.0,342.0,4.0,10.0,5.0,4.0,34.0
hamiljo03,2015,290,1084.0,138.0,276.0,61.0,5.0,39.0,148.0,7.0,3.0,89.0,318.0,9.0,9.0,0.0,17.0,19.0
reedje02,2000,872,2146.0,242.0,562.0,104.0,7.0,54.0,253.0,5.0,8.0,299.0,431.0,36.0,10.0,23.0,16.0,53.0
morenom01,1986,699,2486.0,313.0,620.0,92.0,45.0,16.0,202.0,174.0,85.0,143.0,449.0,12.0,7.0,25.0,16.0,20.0
wilsogl01,1993,371,1224.0,131.0,312.0,58.0,5.0,26.0,151.0,2.0,9.0,81.0,196.0,7.0,3.0,4.0,14.0,44.0
benjami01,2002,587,1475.0,167.0,358.0,89.0,12.0,14.0,130.0,34.0,14.0,78.0,338.0,12.0,16.0,40.0,8.0,30.0
taubeed01,2001,497,1491.0,190.0,420.0,81.0,3.0,51.0,228.0,1.0,3.0,135.0,289.0,11.0,5.0,6.0,17.0,28.0
hamptmi01,2010,272,500.0,72.0,135.0,16.0,4.0,16.0,66.0,1.0,3.0,27.0,136.0,0.0,2.0,35.0,4.0,9.0
leede02,2011,1231,4617.0,741.0,1345.0,301.0,14.0,232.0,749.0,74.0,31.0,590.0,995.0,55.0,43.0,2.0,40.0,137.0
ayalabe01,1985,337,682.0,88.0,175.0,36.0,1.0,29.0,122.0,2.0,3.0,56.0,103.0,6.0,1.0,1.0,8.0,17.0
lowenjo01,1985,896,2064.0,330.0,536.0,86.0,12.0,79.0,284.0,68.0,39.0,305.0,362.0,25.0,7.0,11.0,21.0,37.0
grubbjo01,1987,877,2270.0,310.0,612.0,103.0,15.0,72.0,316.0,11.0,17.0,339.0,328.0,21.0,20.0,16.0,22.0,48.0
vinafe01,2004,554,2268.0,324.0,637.0,109.0,23.0,19.0,187.0,55.0,33.0,146.0,146.0,5.0,88.0,13.0,14.0,35.0
girarjo01,2003,794,2594.0,299.0,685.0,124.0,14.0,26.0,287.0,25.0,16.0,181.0,398.0,13.0,14.0,57.0,14.0,93.0
morrima01,2008,160,295.0,21.0,52.0,10.0,0.0,2.0,21.0,0.0,0.0,12.0,107.0,0.0,0.0,53.0,1.0,1.0
oneilpa01,2001,1554,5728.0,850.0,1684.0,359.0,15.0,227.0,1015.0,98.0,50.0,736.0,902.0,80.0,16.0,3.0,76.0,192.0
swishst01,1982,60,110.0,6.0,20.0,2.0,0.0,2.0,5.0,0.0,0.0,8.0,42.0,0.0,0.0,1.0,0.0,3.0
feldemi01,1994,444,1129.0,136.0,284.0,32.0,16.0,5.0,74.0,53.0,19.0,77.0,106.0,5.0,5.0,16.0,4.0,7.0
hammoje01,2005,521,1597.0,243.0,442.0,92.0,8.0,59.0,229.0,28.0,21.0,170.0,329.0,6.0,17.0,7.0,16.0,35.0
lewisma01,2001,436,1227.0,141.0,311.0,69.0,8.0,27.0,148.0,13.0,7.0,91.0,235.0,5.0,8.0,7.0,14.0,39.0
phillto02,1999,1548,5692.0,1026.0,1535.0,276.0,35.0,133.0,624.0,124.0,82.0,1071.0,1125.0,41.0,35.0,32.0,48.0,105.0
bushra01,1993,578,1358.0,164.0,346.0,65.0,9.0,42.0,171.0,14.0,20.0,169.0,224.0,29.0,23.0,0.0,12.0,39.0
cabreme01,2015,653,2658.0,376.0,799.0,155.0,22.0,60.0,327.0,44.0,19.0,177.0,359.0,12.0,6.0,14.0,28.0,64.0
erstada01,2009,869,2848.0,402.0,767.0,142.0,13.0,38.0,304.0,68.0,16.0,191.0,451.0,15.0,15.0,24.0,17.0,45.0
parrila02,1995,1375,4853.0,551.0,1193.0,195.0,11.0,222.0,742.0,11.0,19.0,442.0,1079.0,46.0,28.0,16.0,50.0,127.0
samplbi01,1986,281,828.0,108.0,218.0,36.0,2.0,12.0,62.0,24.0,9.0,52.0,82.0,2.0,5.0,8.0,10.0,11.0
wellski01,2012,144,149.0,13.0,29.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,65.0,0.0,2.0,13.0,0.0,0.0
reitzke01,1982,549,1938.0,132.0,492.0,109.0,5.0,28.0,234.0,2.0,1.0,85.0,250.0,20.0,16.0,17.0,23.0,51.0
gardnma01,2001,219,326.0,15.0,43.0,2.0,0.0,1.0,15.0,0.0,0.0,12.0,133.0,0.0,3.0,36.0,0.0,9.0
macharo01,2004,128,333.0,32.0,79.0,18.0,1.0,5.0,28.0,0.0,0.0,27.0,71.0,4.0,1.0,2.0,2.0,9.0
manwaki01,1999,693,2119.0,182.0,534.0,81.0,12.0,16.0,199.0,5.0,15.0,192.0,388.0,27.0,34.0,21.0,15.0,61.0
podsesc01,2012,484,1651.0,209.0,476.0,67.0,18.0,17.0,137.0,97.0,39.0,114.0,256.0,2.0,9.0,29.0,11.0,33.0
walkegr01,1990,192,649.0,72.0,148.0,36.0,1.0,13.0,70.0,1.0,1.0,55.0,138.0,5.0,7.0,2.0,5.0,17.0
beniqju01,1988,1122,3374.0,440.0,933.0,142.0,18.0,71.0,381.0,56.0,48.0,250.0,393.0,7.0,25.0,66.0,27.0,114.0
oglivbe01,1986,1281,4586.0,630.0,1262.0,218.0,23.0,197.0,746.0,53.0,53.0,472.0,610.0,92.0,27.0,15.0,55.0,88.0
sinatma01,1992,82,123.0,6.0,26.0,3.0,0.0,0.0,11.0,1.0,0.0,6.0,21.0,0.0,1.0,3.0,1.0,8.0
backmwa01,1993,654,1857.0,277.0,511.0,79.0,8.0,5.0,142.0,44.0,21.0,213.0,269.0,4.0,3.0,40.0,13.0,28.0
maybica01,2015,250,807.0,96.0,202.0,32.0,6.0,12.0,79.0,31.0,10.0,68.0,167.0,4.0,3.0,2.0,4.0,27.0
stinnke01,2007,386,1067.0,111.0,247.0,46.0,0.0,34.0,123.0,4.0,3.0,92.0,297.0,17.0,19.0,9.0,2.0,20.0
offerjo01,2005,1072,3714.0,583.0,1048.0,187.0,48.0,49.0,377.0,111.0,61.0,508.0,590.0,16.0,12.0,25.0,26.0,67.0
dauerri01,1985,510,1622.0,178.0,407.0,76.0,2.0,17.0,136.0,2.0,6.0,141.0,93.0,4.0,4.0,26.0,13.0,59.0
manniri01,1987,797,2367.0,302.0,590.0,86.0,19.0,33.0,209.0,70.0,26.0,209.0,268.0,15.0,3.0,14.0,12.0,45.0
munsoer01,2009,104,274.0,24.0,59.0,10.0,0.0,9.0,34.0,0.0,0.0,27.0,47.0,2.0,3.0,0.0,3.0,10.0
graffto01,2009,567,1846.0,294.0,498.0,97.0,13.0,39.0,207.0,32.0,10.0,174.0,281.0,11.0,20.0,17.0,9.0,40.0
wilsoja02,2012,508,1633.0,174.0,431.0,91.0,6.0,18.0,146.0,13.0,12.0,91.0,207.0,12.0,14.0,32.0,17.0,25.0
coninje01,2007,1577,5317.0,650.0,1490.0,301.0,23.0,159.0,794.0,49.0,25.0,503.0,819.0,34.0,34.0,9.0,81.0,145.0
huletti01,1995,347,961.0,119.0,250.0,45.0,4.0,19.0,111.0,2.0,4.0,83.0,221.0,2.0,5.0,5.0,4.0,22.0
jeffegr01,2000,848,3203.0,449.0,949.0,168.0,15.0,74.0,383.0,114.0,40.0,289.0,185.0,43.0,11.0,1.0,30.0,91.0
squirmi01,1985,457,724.0,99.0,179.0,23.0,4.0,2.0,63.0,15.0,10.0,64.0,48.0,7.0,2.0,20.0,6.0,12.0
raderda01,1980,263,610.0,61.0,148.0,32.0,5.0,8.0,74.0,3.0,2.0,63.0,55.0,8.0,1.0,8.0,9.0,20.0
sexsori01,2008,716,2559.0,378.0,640.0,138.0,3.0,160.0,474.0,6.0,5.0,359.0,679.0,17.0,24.0,0.0,17.0,72.0
larocad01,2015,767,2716.0,350.0,665.0,135.0,6.0,119.0,413.0,9.0,3.0,343.0,719.0,30.0,12.0,0.0,28.0,56.0
byrdma01,2015,1022,3748.0,485.0,1034.0,222.0,22.0,124.0,498.0,30.0,19.0,234.0,841.0,20.0,66.0,5.0,33.0,76.0
pecotbi01,1994,253,443.0,56.0,105.0,20.0,1.0,4.0,47.0,11.0,4.0,43.0,61.0,4.0,1.0,7.0,3.0,10.0
glanvdo01,2004,305,830.0,94.0,204.0,22.0,4.0,13.0,59.0,31.0,3.0,41.0,107.0,6.0,2.0,14.0,6.0,12.0
garciki01,1985,179,257.0,33.0,64.0,14.0,1.0,3.0,19.0,2.0,2.0,16.0,47.0,4.0,1.0,4.0,0.0,12.0
beltrad01,2015,1757,6848.0,987.0,2018.0,416.0,17.0,314.0,1078.0,63.0,17.0,494.0,1015.0,79.0,56.0,1.0,60.0,189.0
kellypa03,1999,157,389.0,60.0,93.0,18.0,1.0,12.0,44.0,13.0,3.0,37.0,108.0,1.0,3.0,4.0,5.0,8.0
wilsoen01,2005,171,397.0,38.0,85.0,20.0,0.0,9.0,46.0,4.0,3.0,25.0,35.0,0.0,2.0,4.0,6.0,8.0
castial01,2007,167,404.0,44.0,84.0,19.0,2.0,5.0,40.0,2.0,3.0,37.0,89.0,0.0,3.0,11.0,3.0,8.0
karkoro01,1997,603,1768.0,230.0,390.0,77.0,4.0,73.0,240.0,14.0,12.0,169.0,492.0,6.0,18.0,37.0,22.0,30.0
wainwad01,2015,107,219.0,13.0,36.0,9.0,0.0,1.0,16.0,0.0,0.0,6.0,79.0,0.0,0.0,19.0,1.0,3.0
ellisma01,2014,787,2761.0,330.0,704.0,131.0,7.0,47.0,283.0,58.0,18.0,218.0,432.0,12.0,42.0,32.0,21.0,46.0
webstmi01,1995,692,1486.0,202.0,367.0,63.0,23.0,30.0,157.0,54.0,24.0,121.0,277.0,14.0,10.0,30.0,16.0,18.0
grimsro02,1982,148,154.0,10.0,26.0,4.0,0.0,0.0,12.0,0.0,0.0,2.0,34.0,0.0,1.0,14.0,1.0,1.0
molinya01,2015,795,2842.0,296.0,833.0,167.0,3.0,65.0,382.0,31.0,16.0,210.0,319.0,25.0,22.0,12.0,32.0,94.0
montejo01,1986,135,122.0,5.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,62.0,0.0,1.0,13.0,0.0,1.0
moraljo01,1984,334,623.0,68.0,172.0,29.0,3.0,16.0,93.0,0.0,0.0,45.0,82.0,10.0,3.0,7.0,5.0,30.0
conceda01,1988,1749,6324.0,720.0,1711.0,300.0,34.0,70.0,705.0,193.0,81.0,559.0,840.0,61.0,7.0,45.0,66.0,191.0
harnipe01,2001,175,317.0,23.0,42.0,11.0,0.0,2.0,15.0,0.0,0.0,4.0,98.0,0.0,0.0,40.0,1.0,4.0
pedrodu01,2015,529,2136.0,290.0,620.0,133.0,6.0,43.0,244.0,45.0,19.0,210.0,261.0,9.0,11.0,2.0,22.0,53.0
mcwilla01,1990,234,212.0,12.0,28.0,3.0,1.0,0.0,9.0,0.0,1.0,3.0,80.0,0.0,2.0,23.0,0.0,1.0
michaja01,2011,525,1030.0,121.0,246.0,59.0,4.0,29.0,144.0,7.0,7.0,86.0,213.0,3.0,11.0,5.0,8.0,22.0
nixontr01,2008,682,2253.0,341.0,615.0,140.0,11.0,83.0,355.0,11.0,7.0,308.0,412.0,19.0,19.0,4.0,26.0,39.0
durhale01,1989,346,1065.0,152.0,275.0,50.0,9.0,51.0,137.0,10.0,11.0,134.0,226.0,28.0,2.0,0.0,8.0,12.0
bautida01,2004,570,1755.0,227.0,508.0,89.0,16.0,42.0,233.0,25.0,10.0,110.0,248.0,11.0,13.0,9.0,13.0,54.0
sandesc01,1996,324,221.0,9.0,15.0,1.0,0.0,1.0,11.0,0.0,0.0,13.0,111.0,0.0,3.0,27.0,1.0,1.0
sheffga01,2009,1996,7056.0,1344.0,2073.0,352.0,16.0,435.0,1370.0,188.0,71.0,1283.0,971.0,117.0,110.0,0.0,79.0,182.0
fabrejo01,2002,161,445.0,35.0,101.0,12.0,2.0,8.0,55.0,1.0,0.0,19.0,39.0,2.0,0.0,8.0,6.0,11.0
bransje01,2001,94,138.0,12.0,30.0,5.0,1.0,1.0,9.0,0.0,0.0,4.0,31.0,0.0,0.0,1.0,1.0,2.0
hoilech01,1998,437,1346.0,198.0,346.0,55.0,1.0,71.0,236.0,2.0,2.0,213.0,313.0,7.0,27.0,6.0,17.0,30.0
hernaca01,2000,267,780.0,73.0,210.0,37.0,1.0,15.0,101.0,4.0,7.0,42.0,118.0,3.0,13.0,1.0,5.0,28.0
fermife01,1996,325,1075.0,125.0,287.0,44.0,2.0,3.0,96.0,10.0,9.0,43.0,42.0,1.0,12.0,26.0,7.0,30.0
zimmery01,2015,549,2101.0,298.0,579.0,127.0,7.0,84.0,334.0,15.0,3.0,213.0,438.0,14.0,6.0,0.0,24.0,69.0
mclouna01,2014,395,1203.0,160.0,286.0,63.0,7.0,24.0,79.0,50.0,11.0,140.0,234.0,7.0,14.0,14.0,3.0,13.0
wolfra02,2015,233,388.0,32.0,68.0,18.0,0.0,1.0,29.0,2.0,1.0,14.0,135.0,0.0,2.0,31.0,5.0,7.0
stanlmi02,2000,1015,3235.0,511.0,890.0,177.0,3.0,171.0,582.0,7.0,4.0,505.0,714.0,22.0,43.0,1.0,41.0,85.0
youngde03,2015,389,1324.0,131.0,360.0,60.0,2.0,38.0,158.0,2.0,2.0,54.0,270.0,1.0,15.0,0.0,11.0,42.0
lezcasi01,1985,618,1823.0,251.0,467.0,73.0,15.0,64.0,272.0,4.0,4.0,282.0,319.0,22.0,7.0,10.0,20.0,47.0
milleda02,2007,497,1651.0,176.0,422.0,106.0,2.0,37.0,199.0,2.0,2.0,162.0,397.0,19.0,14.0,14.0,14.0,69.0
sutclri01,1994,365,438.0,33.0,75.0,19.0,1.0,3.0,33.0,4.0,0.0,29.0,114.0,0.0,2.0,45.0,4.0,11.0
hendeda01,1994,848,2956.0,425.0,769.0,169.0,5.0,117.0,434.0,24.0,20.0,279.0,651.0,7.0,13.0,10.0,29.0,48.0
nomohi01,2008,140,163.0,9.0,17.0,3.0,0.0,3.0,7.0,0.0,0.0,8.0,78.0,0.0,0.0,13.0,0.0,2.0
fletcsc01,1995,1053,3639.0,470.0,950.0,168.0,24.0,23.0,361.0,66.0,37.0,351.0,358.0,11.0,43.0,74.0,28.0,77.0
swancr01,1984,137,186.0,8.0,27.0,3.0,0.0,1.0,12.0,0.0,1.0,17.0,78.0,0.0,0.0,16.0,0.0,3.0
duffyfr01,1979,325,833.0,80.0,177.0,29.0,4.0,6.0,65.0,19.0,4.0,56.0,109.0,2.0,3.0,31.0,3.0,22.0
evansdw01,1991,1989,7051.0,1201.0,1938.0,381.0,50.0,320.0,1122.0,56.0,42.0,1174.0,1345.0,49.0,40.0,29.0,63.0,184.0
stynech01,2004,406,1161.0,164.0,296.0,69.0,6.0,25.0,148.0,8.0,7.0,98.0,184.0,4.0,12.0,10.0,6.0,27.0
cabelen01,1986,1162,4167.0,488.0,1167.0,191.0,34.0,36.0,421.0,143.0,85.0,175.0,477.0,26.0,15.0,24.0,26.0,97.0
templga01,1991,1366,4731.0,450.0,1185.0,204.0,37.0,45.0,447.0,104.0,50.0,281.0,713.0,125.0,5.0,47.0,30.0,125.0
mccanbr01,2015,626,2221.0,263.0,541.0,76.0,2.0,113.0,364.0,6.0,3.0,224.0,405.0,28.0,26.0,0.0,18.0,57.0
berryse01,2000,469,1340.0,167.0,358.0,92.0,4.0,41.0,215.0,16.0,13.0,100.0,226.0,5.0,24.0,4.0,16.0,32.0
bonilbo01,2001,1195,3919.0,574.0,1079.0,207.0,24.0,171.0,647.0,17.0,27.0,515.0,707.0,65.0,16.0,0.0,49.0,113.0
castica01,1991,233,543.0,46.0,136.0,25.0,4.0,12.0,59.0,7.0,5.0,23.0,96.0,3.0,4.0,4.0,3.0,10.0
mossbr01,2015,437,1415.0,190.0,337.0,70.0,7.0,74.0,226.0,5.0,3.0,166.0,441.0,14.0,21.0,0.0,9.0,22.0
javiest01,2001,1379,4068.0,654.0,1127.0,189.0,33.0,52.0,423.0,203.0,46.0,480.0,670.0,21.0,21.0,51.0,33.0,79.0
kenneia01,2015,95,147.0,7.0,17.0,7.0,0.0,1.0,6.0,0.0,0.0,10.0,75.0,0.0,0.0,18.0,0.0,2.0
maholpa01,2014,114,170.0,6.0,16.0,2.0,0.0,1.0,6.0,0.0,0.0,8.0,91.0,0.0,0.0,16.0,0.0,3.0
garcino01,2009,818,3067.0,463.0,911.0,191.0,23.0,108.0,492.0,37.0,10.0,212.0,288.0,24.0,34.0,2.0,37.0,80.0
gilesbr02,2009,1251,4590.0,751.0,1314.0,293.0,41.0,174.0,683.0,71.0,35.0,819.0,547.0,80.0,37.0,0.0,41.0,108.0
perezpa01,1991,105,132.0,11.0,14.0,3.0,0.0,0.0,8.0,0.0,1.0,5.0,52.0,0.0,1.0,16.0,1.0,0.0
hubbagl01,1989,704,2112.0,262.0,507.0,115.0,7.0,29.0,201.0,15.0,10.0,306.0,316.0,39.0,21.0,30.0,20.0,47.0
martica01,1991,302,759.0,79.0,172.0,32.0,2.0,26.0,110.0,2.0,2.0,105.0,160.0,7.0,0.0,0.0,5.0,22.0
harriwi01,2012,677,1542.0,227.0,366.0,73.0,20.0,34.0,159.0,52.0,25.0,219.0,329.0,6.0,21.0,10.0,9.0,24.0
redusga01,1994,570,1522.0,229.0,398.0,77.0,23.0,36.0,163.0,99.0,26.0,193.0,265.0,8.0,9.0,3.0,23.0,19.0
ibanera01,2014,1826,6714.0,952.0,1841.0,391.0,44.0,278.0,1095.0,43.0,26.0,645.0,1237.0,79.0,27.0,2.0,60.0,151.0
kempma01,2015,483,1803.0,266.0,506.0,106.0,8.0,77.0,291.0,38.0,11.0,153.0,471.0,14.0,10.0,0.0,20.0,59.0
leonaje01,1990,1050,3959.0,482.0,1050.0,171.0,21.0,128.0,572.0,113.0,42.0,244.0,790.0,27.0,18.0,3.0,45.0,110.0
martira02,2001,156,275.0,18.0,51.0,9.0,1.0,0.0,11.0,0.0,2.0,4.0,89.0,0.0,0.0,36.0,0.0,1.0
magadda01,2001,980,2392.0,274.0,678.0,117.0,3.0,24.0,269.0,7.0,8.0,427.0,342.0,27.0,5.0,10.0,25.0,65.0
ramirha01,2015,568,2096.0,319.0,569.0,117.0,7.0,86.0,318.0,71.0,27.0,202.0,405.0,14.0,21.0,1.0,10.0,49.0
romered01,1990,582,1548.0,170.0,385.0,60.0,1.0,5.0,126.0,7.0,8.0,115.0,120.0,4.0,5.0,29.0,16.0,40.0
bagweje01,2005,1304,4706.0,972.0,1364.0,282.0,14.0,305.0,940.0,124.0,48.0,901.0,991.0,85.0,80.0,0.0,51.0,136.0
baylodo01,1988,1781,6441.0,990.0,1653.0,290.0,14.0,281.0,1047.0,167.0,79.0,641.0,847.0,74.0,221.0,7.0,97.0,154.0
